YY,MM,DD,hh,WD,WSPD,GST,WVHT,DPD,APD,MWD,BAR,ATMP,WTMP,DEWP,VIS
85,11,5,0,168,5.7,6.8,5,11.1,9.3,999,971.1,5,5.1,999,99
85,11,5,1,160,4.2,5.1,5.6,14.3,9.9,999,972.2,4.9,5.1,999,99
85,11,5,2,140,3.8,4.8,5.7,12.5,9.5,999,973.4,5,5.1,999,99
85,11,5,3,94,2.7,4.4,5.7,11.1,9.7,999,974.5,4.9,5.1,999,99
85,11,5,4,87,3.8,5.2,5,14.3,9.7,999,975.8,4.9,5.1,999,99
85,11,5,5,54,3.7,5.9,5.9,14.3,10.2,999,977.4,4.8,5.1,999,99
85,11,5,6,58,5,6.8,5.3,14.3,9.9,999,978.6,4.8,5.1,999,99
85,11,5,7,50,6.4,9.2,5.4,12.5,10,999,980.1,5.1,5.1,999,99
85,11,5,8,42,5.9,7.5,5.1,12.5,9.7,999,981.7,5.1,5.1,999,99
85,11,5,9,31,8.5,12.7,5.3,12.5,9.7,999,983.2,4.6,5.1,999,99
85,11,5,10,36,10.4,14.9,4.5,12.5,8.7,999,984.7,3.9,5.1,999,99
85,11,5,11,36,11.3,15.6,5.1,12.5,8.8,999,986.4,3.4,5.1,999,99
85,11,5,12,31,11.1,15.9,4.8,12.5,8.2,999,988.2,3.3,5.1,999,99
85,11,5,13,27,10.7,15.2,4.9,12.5,8.4,999,990.1,2.8,5.1,999,99
85,11,5,14,20,10.6,15.4,5.1,11.1,8.2,999,991.7,2.6,5.1,999,99
85,11,5,15,11,11.3,15.5,5,11.1,8.4,999,993.1,2.3,5.1,999,99
85,11,5,16,8,12.1,16.6,5.3,11.1,8.4,999,994.7,1.6,5.1,999,99
85,11,5,17,4,10.6,14.6,4.9,11.1,8.2,999,996.6,1.1,5.1,999,99
85,11,5,18,347,10.4,14.9,4.4,11.1,7.9,999,998.3,1.4,5.1,999,99
85,11,5,19,352,10,14.5,4.6,10,8.2,999,1000,0.5,5.1,999,99
85,11,5,20,346,9,13.1,4.7,11.1,8.5,999,1001.7,0.8,5.1,999,99
85,11,5,21,333,9.1,12,4.7,11.1,8.6,999,1002.9,1,5.1,999,99
85,11,5,22,349,8,11.4,4,11.1,8,999,1003.9,0.3,5.1,999,99
85,11,5,23,342,8.5,11.4,4,11.1,8.1,999,1004.9,1.2,5.1,999,99
85,11,6,0,348,8.3,11.4,3.5,10,7.6,999,1005.7,0.8,5.1,999,99
85,11,6,1,330,8.3,10.3,3.9,10,7.9,999,1006.6,1.3,5.1,999,99
85,11,6,2,328,7.6,10.3,3.8,10,7.9,999,1008,-0.2,5.1,999,99
85,11,6,3,346,5.7,8.2,3.8,10,8.1,999,1008.7,1.4,5,999,99
85,11,6,4,333,6.3,8.1,3.5,10,7.7,999,1009.8,0.4,5,999,99
85,11,6,5,327,7.5,9.9,3.3,10,7.7,999,1010.6,1.4,5,999,99
85,11,6,6,337,7.6,10.7,3.4,10,7.8,999,1011.4,1.7,5,999,99
85,11,6,7,352,8.1,11.1,3.4,10,7.9,999,1012.5,0.6,5,999,99
85,11,6,8,9,7.8,10,3.1,11.1,7.7,999,1013.5,1.6,5,999,99
85,11,6,9,331,7.7,9.9,3.1,10,7.6,999,1014.5,1.9,5,999,99
85,11,6,10,322,5.8,7.7,3.1,11.1,7.6,999,1015.6,1.8,5,999,99
85,11,6,11,336,6.1,8.5,3.3,10,7.7,999,1016.4,1.8,5,999,99
85,11,6,12,327,6.9,9.2,3.3,11.1,7.7,999,1017,1.8,4.9,999,99
85,11,6,13,330,6.4,8.2,3.4,10,7.8,999,1017.7,1.4,4.9,999,99
85,11,6,14,325,4.3,6.4,3,10,7.6,999,1018.6,1.6,5,999,99
85,11,6,15,326,5.3,8.8,3.4,10,8,999,1019.3,1.7,5,999,99
85,11,6,16,319,5.9,8.5,3.4,11.1,7.9,999,1020,1.6,5,999,99
85,11,6,17,305,4.7,6.5,2.8,10,7.5,999,1020.6,1.6,5,999,99
85,11,6,18,324,3.7,5.3,3,10,7.9,999,1021.2,1.7,5,999,99
85,11,6,19,339,3.5,6.9,3,10,7.9,999,1021.8,1.5,5,999,99
85,11,6,20,317,4.4,6,2.7,10,7.8,999,1022.6,1.4,5,999,99
85,11,6,21,332,1.4,4.4,2.7,10,7.8,999,1023.3,1.5,4.9,999,99
85,11,6,22,8,0.5,1,2.8,10,7.9,999,1023.9,1.2,4.9,999,99
85,11,6,23,288,1.5,2.9,2.4,10,7.6,999,1024.3,1,4.9,999,99
85,11,7,0,251,0.1,0.6,2.4,10,7.4,999,1024.5,1.6,4.9,999,99
85,11,7,1,71,0.4,1.5,2.3,11.1,7.6,999,1024.3,1.8,5,999,99
85,11,7,2,35,0.7,2.2,2.5,10,7.9,999,1024.5,1.8,5,999,99
85,11,7,3,127,1.5,2.7,2.5,11.1,7.8,999,1024.9,1.7,5,999,99
85,11,7,4,86,1.9,3.3,2.5,10,7.7,999,1025.1,1.7,5,999,99
85,11,7,5,88,3.4,4.7,2.5,10,8,999,1025.2,1.9,5,999,99
85,11,7,6,94,4.4,5.5,2.2,10,7.5,999,1025.3,2,5,999,99
85,11,7,7,111,5.1,6.6,2.3,10,7.7,999,1025.6,2.2,5,999,99
85,11,7,8,113,5.3,6.8,2.1,9.1,7.4,999,1025.7,2.4,5,999,99
85,11,7,9,115,5.9,7.3,1.9,9.1,7.1,999,1026,2.5,4.9,999,99
85,11,7,10,121,5.8,7.2,2.1,9.1,7,999,1026,2.7,5,999,99
85,11,7,11,119,6.1,7.8,1.9,9.1,6.7,999,1026,2.8,5,999,99
85,11,7,12,107,6.6,8.8,1.9,9.1,6.8,999,1025.7,2.8,5,999,99
85,11,7,13,108,6.9,8.8,1.9,9.1,6.5,999,1025.4,3,5,999,99
85,11,7,14,110,7,9.2,1.6,9.1,6.2,999,1025.2,3.1,5,999,99
85,11,7,15,112,6.7,8.4,1.8,9.1,6.4,999,1025.2,3.3,5,999,99
85,11,7,16,105,7.7,9.5,1.7,9.1,6.2,999,1024.8,3.4,5,999,99
85,11,7,17,110,7.9,9.9,1.7,8.3,5.9,999,1024.7,3.4,5,999,99
85,11,7,18,100,8.1,10.5,1.8,9.1,5.9,999,1024.3,3.4,5,999,99
85,11,7,19,99,7.9,10.6,1.8,9.1,5.7,999,1024.2,3.5,5,999,99
85,11,7,20,93,8.9,11.8,2,9.1,6,999,1024.2,3.6,5,999,99
85,11,7,21,108,9.2,12,2,9.1,5.7,999,1024.2,3.7,5,999,99
85,11,7,22,96,8.5,10.5,2.1,9.1,5.9,999,1024.1,3.2,5,999,99
85,11,7,23,82,9.3,12.7,2.1,9.1,5.8,999,1023.2,2.8,5,999,99
85,11,8,0,84,9.1,11.6,2.1,8.3,5.8,999,1022.2,2.3,5,999,99
85,11,8,1,81,10.1,13.3,2.1,5.3,5.5,999,1020.9,2.7,5,999,99
85,11,8,2,76,10,13.7,2.2,7.7,5.6,999,1020,2.9,5,999,99
85,11,8,3,81,10.6,14.6,2.2,5.6,5.6,999,1019,2.5,5,999,99
85,11,8,4,74,10.3,13.8,2.2,5.9,5.5,999,1018.1,2.4,5,999,99
85,11,8,5,69,10.2,14.2,2.1,5.9,5.6,999,1016.7,2.9,5,999,99
85,11,8,6,72,10.6,14.5,2.4,6.3,5.6,999,1015.5,3.3,5,999,99
85,11,8,7,73,11.1,16.1,2.5,6.7,5.8,999,1013.8,3,4.9,999,99
85,11,8,8,70,11.5,16.4,2.7,6.7,6.1,999,1012.4,3.4,4.9,999,99
85,11,8,9,60,11.8,17.8,3,7.1,6.1,999,1010.1,3.2,4.9,999,99
85,11,8,10,54,13.1,17.8,3.4,7.7,6.3,999,1007.7,2.5,4.9,999,99
85,11,8,11,50,13.4,20,4,7.7,6.7,999,1004.7,2.4,4.9,999,99
85,11,8,12,50,15.4,22,4.2,8.3,6.9,999,1001.7,2.4,4.9,999,99
85,11,8,13,51,14.3,22.4,4.7,8.3,7.1,999,999,2.2,4.9,999,99
85,11,8,14,54,15.1,21.5,5.3,10,7.5,999,996.6,2.1,4.9,999,99
85,11,8,15,49,14.9,23.4,5.5,10,7.9,999,993.4,1.4,4.9,999,99
85,11,8,16,49,13.8,19.9,6,11.1,8.1,999,990.6,1.2,4.9,999,99
85,11,8,17,54,13.9,19.4,6.6,11.1,8.7,999,987.8,2.8,4.8,999,99
85,11,8,18,59,13.6,19.8,6.2,11.1,8.7,999,984.9,4.1,4.9,999,99
85,11,8,19,66,11.6,17.1,6.8,11.1,9,999,982.9,4.6,4.9,999,99
85,11,8,20,66,11,15.4,6.9,12.5,9.3,999,981.1,5,4.9,999,99
85,11,8,21,73,9.7,13.3,6.1,12.5,9,999,979.7,5.3,4.9,999,99
85,11,8,22,88,8.5,11.2,6.9,12.5,9.8,999,978.4,5.6,4.9,999,99
85,11,8,23,108,8.5,11,6.5,12.5,9.6,999,977.6,5.8,4.9,999,99
85,11,9,0,109,7.7,10.1,6.1,12.5,9.6,999,976.4,5.7,4.9,999,99
85,11,9,1,114,7.2,9.6,6.5,12.5,10,999,975.3,5.6,4.9,999,99
85,11,9,2,120,6.6,8.3,6,12.5,9.6,999,974.5,5.6,4.9,999,99
85,11,9,3,126,5.5,7,6.2,12.5,9.6,999,974.3,5.4,4.9,999,99
85,11,9,4,152,8.2,10.5,5.8,12.5,9.3,999,974.2,5,4.9,999,99
85,11,9,5,147,7.9,10.5,6.4,12.5,9.7,999,974.5,5,4.9,999,99
85,11,9,6,152,11,15,6.1,12.5,9.5,999,974.6,4.6,4.9,999,99
85,11,9,7,150,10.1,13.2,5.4,12.5,9,999,974.7,5,4.9,999,99
85,11,9,8,149,10.2,13.4,5.5,12.5,8.9,999,974.6,4.9,4.9,999,99
85,11,9,9,142,9.7,12.4,5.5,12.5,9.2,999,974.3,5,4.9,999,99
85,11,9,10,141,9.2,11.9,5.4,12.5,9.2,999,973.7,4.4,4.9,999,99
85,11,9,11,135,11.2,15.6,5.1,12.5,8.7,999,972.4,4.1,4.9,999,99
85,11,9,12,130,9.2,11.8,5.5,12.5,9.2,999,971.6,4.7,4.9,999,99
85,11,9,13,136,9.2,11.7,5.1,12.5,9,999,970.7,4.5,4.9,999,99
85,11,9,14,138,9.5,12,5.2,12.5,9.3,999,969.7,4.4,4.9,999,99
85,11,9,15,129,8.6,11.1,5.3,12.5,9.1,999,969,3.4,4.9,999,99
85,11,9,16,112,4.7,6.4,4.8,12.5,9,999,968.3,3.7,4.9,999,99
85,11,9,17,116,1.3,2.3,5.2,12.5,9.3,999,967.7,4.3,4.9,999,99
85,11,9,18,295,2,3.5,5.8,12.5,9.5,999,967.5,3.8,4.9,999,99
85,11,9,19,289,5.4,7.2,5.8,12.5,9.6,999,968,3.9,4.9,999,99
85,11,9,20,272,7.9,10.3,5.7,12.5,9.7,999,969.4,3.9,4.9,999,99
85,11,9,21,265,9,12.1,5.7,12.5,10,999,970.9,4,4.9,999,99
85,11,9,22,264,8.9,11.8,5.4,12.5,9.7,999,972.7,4.2,4.9,999,99
85,11,9,23,266,9.1,13.1,5.7,14.3,9.9,999,974.4,4.2,4.8,999,99
85,11,10,0,276,15.2,19.7,5,14.3,8.8,999,976.4,2.6,4.8,999,99
85,11,10,1,273,14.7,20,5.5,12.5,8.5,999,978.9,1.9,4.8,999,99
85,11,10,2,269,15.3,20.2,5.9,12.5,8.4,999,981.3,2.3,4.7,999,99
85,11,10,3,272,13.7,18.5,6.2,10,8.4,999,983.5,2.7,4.7,999,99
85,11,10,4,261,13.7,18.1,5.9,10,8.5,999,985.2,2.6,4.7,999,99
85,11,10,5,264,13.8,17.9,5.7,12.5,8.5,999,987,2,4.7,999,99
85,11,10,6,262,14.6,19.6,5.9,11.1,8.7,999,988.2,3,4.7,999,99
85,11,10,7,258,14.6,19.3,5.3,11.1,8.2,999,989.6,2.5,4.6,999,99
85,11,10,8,262,14.2,19.2,5.3,10,8.2,999,990.8,2.1,4.6,999,99
85,11,10,9,270,15.2,20.4,5.4,11.1,8.3,999,992.3,2.2,4.5,999,99
85,11,10,10,261,14.3,19.4,6,11.1,8.5,999,993.6,1.7,4.6,999,99
85,11,10,11,279,14,17.8,6.4,12.5,9.1,999,995.2,1.4,4.6,999,99
85,11,10,12,276,15.8,21.7,8,12.5,9.9,999,996.3,2.3,4.5,999,99
85,11,10,13,280,15.3,22.8,7.6,12.5,9.6,999,998,0.5,4.5,999,99
85,11,10,14,275,14.9,20.3,7.6,12.5,9.6,999,999.2,1,4.6,999,99
85,11,10,15,277,16,21.8,8.1,14.3,10,999,1000.6,1.1,4.5,999,99
85,11,10,16,269,15.9,21.7,8.3,14.3,9.8,999,1001.7,2.1,4.5,999,99
85,11,10,17,277,15.5,20.5,7.5,11.1,9.3,999,1003,2.1,4.5,999,99
85,11,10,18,268,13.1,17.6,7.2,14.3,9.8,999,1004,2.1,4.5,999,99
85,11,10,19,269,14.4,19.6,6.8,12.5,9.4,999,1004.8,2.6,4.5,999,99
85,11,10,20,260,12.5,19.4,6.3,14.3,9.3,999,1005.7,2.4,4.5,999,99
85,11,10,21,265,12.6,17,6.9,14.3,9.5,999,1006.7,1.7,4.5,999,99
85,11,10,22,265,14.7,19.3,6.8,14.3,9.6,999,1007.4,2.5,4.5,999,99
85,11,10,23,263,12.6,16.7,6.7,14.3,9.5,999,1008.6,2.6,4.6,999,99
85,11,11,0,264,13.6,18.1,6.6,14.3,9.5,999,1009.5,2.6,4.6,999,99
85,11,11,1,269,13.4,16.9,6.2,12.5,9.2,999,1010.5,2.3,4.6,999,99
85,11,11,2,270,13,17.4,7.2,12.5,9.8,999,1011.4,2.7,4.6,999,99
85,11,11,3,269,13.4,17.2,6.4,12.5,9.2,999,1012.2,2.7,4.6,999,99
85,11,11,4,258,11.7,14.4,5.9,12.5,9,999,1013.3,2.7,4.6,999,99
85,11,11,5,272,12.2,18.2,6.8,12.5,9.2,999,1013.7,2.1,4.6,999,99
85,11,11,6,248,14.6,19.4,5.4,12.5,8.4,999,1013.3,3.9,4.6,999,99
85,11,11,7,251,15.5,20.6,5.4,11.1,8.3,999,1013.9,4.1,4.6,999,99
85,11,11,8,253,14.4,18.9,5.2,12.5,8.3,999,1014.5,4.2,4.6,999,99
85,11,11,9,251,14.4,18.9,6.1,12.5,8.6,999,1014.9,4.2,4.6,999,99
85,11,11,10,276,12.7,17.2,6.1,12.5,8.9,999,1015.8,1.7,4.6,999,99
85,11,11,11,271,11.3,14.5,5.4,12.5,8.6,999,1016.7,2.3,4.6,999,99
85,11,11,12,265,11.2,15.2,5.2,14.3,9,999,1017.3,3.1,4.6,999,99
85,11,11,13,269,10.1,13.7,5.1,12.5,8.4,999,1017.7,3.1,4.6,999,99
85,11,11,14,267,10.8,14.3,5.2,12.5,9.2,999,1018.1,3.5,4.6,999,99
85,11,11,15,268,10.8,13.2,5.1,12.5,8.8,999,1018.6,2.2,4.6,999,99
85,11,11,16,261,10.3,13.1,4.8,12.5,8.5,999,1019,3.3,4.6,999,99
85,11,11,17,280,9.6,12.9,5,12.5,8.3,999,1019.7,2.2,4.6,999,99
85,11,11,18,279,8.6,11.6,4.9,11.1,8.4,999,1020.1,3.2,4.6,999,99
85,11,11,19,280,9,12.2,4.4,12.5,7.8,999,1020.9,2.6,4.6,999,99
85,11,11,20,279,10.6,13.5,4.5,12.5,8.1,999,1021.4,2.8,4.6,999,99
85,11,11,21,285,10.7,14,4.5,12.5,7.9,999,1022.1,2.9,4.6,999,99
85,11,11,22,285,12.3,16,4.6,12.5,7.9,999,1022.7,2.7,4.6,999,99
85,11,11,23,283,11,14.5,4.4,11.1,7.8,999,1023.6,2.4,4.5,999,99
85,11,12,0,286,10.1,13.5,4.2,11.1,7.7,999,1024.4,2.3,4.5,999,99
85,11,12,1,281,9.6,12.5,3.9,11.1,7.5,999,1024.9,2,4.5,999,99
85,11,12,2,286,9.8,12.4,4.1,11.1,7.8,999,1025.3,1.9,4.6,999,99
85,11,12,3,280,9.8,12.7,3.6,11.1,7.5,999,1025.8,1.9,4.6,999,99
85,11,12,4,278,8.1,9.8,3.8,11.1,7.7,999,1026.5,1.9,4.6,999,99
85,11,12,5,284,7.8,10.9,3.5,11.1,7.7,999,1027.3,1.9,4.6,999,99
85,11,12,6,285,7,9.6,3.1,11.1,7.2,999,1027.9,1.9,4.6,999,99
85,11,12,7,286,6.8,8.6,3.6,10,8,999,1028.5,2,4.6,999,99
85,11,12,8,279,5.7,7.1,3.5,10,7.5,999,1028.8,2,4.6,999,99
85,11,12,9,288,5.7,7.5,3.4,10,7.5,999,1029.3,2,4.6,999,99
85,11,12,10,283,5.9,7.7,3.1,10,7.4,999,1029.8,2.1,4.6,999,99
85,11,12,11,279,5.3,7,2.9,9.1,7.1,999,1030.3,2.2,4.5,999,99
85,11,12,12,282,4.8,5.7,2.7,9.1,6.9,999,1030.2,2.2,4.5,999,99
85,11,12,13,276,4.7,5.5,2.6,9.1,7.2,999,1030.1,2.2,4.5,999,99
85,11,12,14,256,4.5,5.4,2.4,9.1,7.2,999,1030,2.4,4.5,999,99
85,11,12,15,246,4.1,5.1,2.3,9.1,7.1,999,1030,2.6,4.5,999,99
85,11,12,16,241,4.3,5.2,2.1,9.1,6.9,999,1029.8,2.7,4.6,999,99
85,11,12,17,224,4.6,5.7,2.1,9.1,7,999,1029.7,3.3,4.6,999,99
85,11,12,18,226,3.9,4.6,2.1,8.3,7,999,1029.7,3.5,4.6,999,99
85,11,12,19,214,4.5,5.4,2,8.3,7,999,1029.7,3.8,4.6,999,99
85,11,12,20,208,5.4,6.2,2,8.3,7.1,999,1029.6,4,4.6,999,99
85,11,12,21,233,6.2,8.4,1.8,7.7,6.8,999,1029.5,2.9,4.6,999,99
85,11,12,22,224,5.7,6.5,2,8.3,7.1,999,1029.6,4.2,4.6,999,99
85,11,12,23,223,4.7,5.6,1.8,7.7,6.8,999,1029.5,4.4,4.6,999,99
85,11,13,0,217,5.6,6.4,1.8,8.3,6.9,999,1029.1,4.5,4.6,999,99
85,11,13,1,240,5.5,6.4,1.7,8.3,6.7,999,1028.8,4.1,4.6,999,99
85,11,13,2,216,6.2,7.2,1.8,8.3,6.8,999,1028.3,4.3,4.6,999,99
85,11,13,3,205,6.1,7.1,1.6,7.7,6.6,999,1028,4.3,4.6,999,99
85,11,13,4,211,5.4,6.4,1.4,7.1,6,999,1027.9,4.3,4.6,999,99
85,11,13,5,236,6,7.4,1.4,7.7,6.1,999,1027.8,3.9,4.6,999,99
85,11,13,6,232,5.8,7,1.4,7.7,6.1,999,1027.9,4.1,4.6,999,99
85,11,13,7,225,7.4,9,1.3,7.1,6,999,1028,4.1,4.6,999,99
85,11,13,8,223,5.7,6.8,1.2,7.1,5.6,999,1027.8,4.1,4.6,999,99
85,11,13,9,203,6,7.3,1.3,7.1,5.7,999,1027.3,4,4.6,999,99
85,11,13,10,209,8.1,9.8,1.2,10,5.4,999,1026.7,3.7,4.6,999,99
85,11,13,11,199,8.2,10.5,1.3,10,5,999,1026.4,3.1,4.6,999,99
85,11,13,12,202,8.5,10.5,1.4,10,5.4,999,1026.1,3.8,4.6,999,99
85,11,13,13,195,7.6,8.9,1.3,10,5.2,999,1025.7,3.5,4.6,999,99
85,11,13,14,203,7.2,8.8,1.5,5,5.2,999,1025.1,3.1,4.6,999,99
85,11,13,15,198,7.5,9.2,1.5,6.3,5.5,999,1024.5,3.8,4.6,999,99
85,11,13,16,203,8.3,9.8,1.6,6.7,5.5,999,1023.8,3.9,4.6,999,99
85,11,13,17,191,6.9,8.5,1.6,7.1,5.5,999,1023.4,3.7,4.6,999,99
85,11,13,18,173,7,8.3,1.6,7.7,5.9,999,1022.7,4,4.6,999,99
85,11,13,19,170,8.8,10.4,1.6,6.7,5.9,999,1021.9,4.2,4.6,999,99
85,11,13,20,179,9.5,12.4,1.8,7.1,5.7,999,1021.2,4,4.6,999,99
85,11,13,21,176,9,11.2,1.8,6.7,5.8,999,1020.8,4.2,4.6,999,99
85,11,13,22,177,9.3,11.6,2,7.7,5.8,999,1020.3,4,4.6,999,99
85,11,13,23,177,9.5,11.5,2.1,7.7,5.9,999,1019.6,4.1,4.6,999,99
85,11,14,0,172,9.2,11.1,2.3,7.7,5.9,999,1018.4,4.3,4.6,999,99
85,11,14,1,174,9.8,11.6,2.3,8.3,5.9,999,1017.4,4.4,4.6,999,99
85,11,14,2,177,9.5,12,2.4,7.7,6,999,1016.3,4.6,4.6,999,99
85,11,14,3,182,9.7,11.8,2.6,8.3,6.1,999,1015.8,4.7,4.6,999,99
85,11,14,4,188,9.4,11.7,2.6,9.1,6,999,1015.4,4.8,4.6,999,99
85,11,14,5,192,9.3,11.5,2.6,8.3,6.4,999,1015,4.8,4.6,999,99
85,11,14,6,193,9.3,11.1,2.6,9.1,6.7,999,1014.6,4.8,4.6,999,99
85,11,14,7,190,9.4,11.4,2.3,9.1,6.4,999,1014.2,4.9,4.6,999,99
85,11,14,8,192,9.7,11.9,2.5,8.3,6.3,999,1013.9,5,4.6,999,99
85,11,14,9,188,9.9,11.8,2.5,9.1,6.6,999,1013.5,5,4.6,999,99
85,11,14,10,188,10.3,12.4,2.7,9.1,6.6,999,1013.1,5.1,4.6,999,99
85,11,14,11,183,9.9,12,2.9,7.7,6.6,999,1012.7,5.1,4.6,999,99
85,11,14,12,182,10.3,12.4,2.9,9.1,6.6,999,1012.2,5.2,4.6,999,99
85,11,14,13,180,10.1,11.8,2.9,9.1,6.7,999,1011.6,5.1,4.6,999,99
85,11,14,14,178,10.2,12.2,2.6,9.1,6.3,999,1011,5.1,4.6,999,99
85,11,14,15,179,10.2,12.2,2.9,9.1,6.4,999,1010.2,5.1,4.6,999,99
85,11,14,16,182,10.9,13.1,2.8,8.3,6.2,999,1009.4,5.2,4.6,999,99
85,11,14,17,183,10.5,13.4,2.7,8.3,6,999,1008.9,5.2,4.6,999,99
85,11,14,18,191,10.7,13.7,3.1,8.3,6.3,999,1008.8,5.2,4.6,999,99
85,11,14,19,204,9.1,11.1,2.8,9.1,6.3,999,1009.2,5.2,4.6,999,99
85,11,14,20,210,8.2,9.6,2.8,9.1,6.5,999,1009.9,5.2,4.6,999,99
85,11,14,21,231,6.3,7.8,2.8,9.1,6.7,999,1011.1,4.9,4.6,999,99
85,11,14,22,225,6.5,7.6,2.4,9.1,6.7,999,1011.6,5.1,4.6,999,99
85,11,14,23,220,4.8,5.7,2.5,9.1,6.7,999,1011.9,4.8,4.6,999,99
85,11,15,0,198,2.8,3.6,2.6,9.1,7.2,999,1011.6,4.6,4.6,999,99
85,11,15,1,188,1.6,2.2,2.4,9.1,7.1,999,1011.2,4.6,4.6,999,99
85,11,15,2,140,1,1.6,2.3,9.1,7.2,999,1010.8,4.3,4.6,999,99
85,11,15,3,143,5.9,6.8,2.4,9.1,7.1,999,1010.8,4.4,4.6,999,99
85,11,15,4,135,3.8,4.4,2.2,8.3,6.7,999,1010.6,4.2,4.6,999,99
85,11,15,5,115,4.7,5.8,2.4,8.3,6.9,999,1009.5,4.3,4.6,999,99
85,11,15,6,113,6.7,8.2,2,9.1,6.6,999,1008,4.5,4.6,999,99
85,11,15,7,121,7.3,8.9,1.9,8.3,6.3,999,1007.4,4.7,4.6,999,99
85,11,15,8,115,7.5,9.5,2,8.3,6.4,999,1005.5,4.9,4.6,999,99
85,11,15,9,145,9,11.6,1.9,9.1,6.4,999,1004.1,5.3,4.6,999,99
85,11,15,10,177,9.3,10.7,1.9,8.3,6,999,1003.6,5.5,4.6,999,99
85,11,15,11,182,8.6,10.1,2,9.1,6.1,999,1003.4,5.5,4.6,999,99
85,11,15,12,181,9.1,11.2,2.1,8.3,6.2,999,1003.2,5.6,4.6,999,99
85,11,15,13,174,9.5,11.6,2.2,8.3,6.2,999,1002.5,5.6,4.6,999,99
85,11,15,14,167,10.1,12.2,2.4,8.3,6.4,999,1001.7,5.7,4.6,999,99
85,11,15,15,169,10.9,12.7,2.8,7.7,6.5,999,1000.8,5.8,4.6,999,99
85,11,15,16,172,11,13.1,2.6,8.3,6.4,999,1000.1,5.9,4.6,999,99
85,11,15,17,172,12,15.2,3,8.3,6.3,999,999.5,5.9,4.6,999,99
85,11,15,18,174,12.9,16.1,3.3,8.3,6.4,999,998.9,6,4.6,999,99
85,11,15,19,176,12.6,15.9,3.6,9.1,6.4,999,998.8,5.9,4.6,999,99
85,11,15,20,179,12.2,16,3.9,9.1,6.9,999,998.8,5.8,4.6,999,99
85,11,15,21,180,13.1,17.2,4,10,6.9,999,998.8,6,4.6,999,99
85,11,15,22,187,12.4,16.4,4.4,10,7.2,999,999.1,5.8,4.6,999,99
85,11,15,23,190,12.4,15.5,3.8,10,7,999,999.1,5.7,4.6,999,99
85,11,16,0,189,11.9,14.8,4.1,10,7.6,999,999.4,5.6,4.6,999,99
85,11,16,1,193,11.3,14.2,4.4,10,8,999,999.7,5.5,4.6,999,99
85,11,16,2,198,12.4,15.9,4.1,11.1,7.8,999,999.9,5.3,4.6,999,99
85,11,16,3,209,12.2,16.4,3.7,10,7.4,999,1001,4.4,4.6,999,99
85,11,16,4,215,11.2,14.2,3.9,11.1,7.4,999,1002,3.8,4.6,999,99
85,11,16,5,219,11.6,14.6,3.6,10,7.3,999,1003.2,3.9,4.6,999,99
85,11,16,6,231,10.7,13.8,3.7,10,7.3,999,1004.6,3.9,4.6,999,99
85,11,16,7,236,9.6,11.7,3.9,10,7.5,999,1005.5,3.7,4.6,999,99
85,11,16,8,231,7.6,9.6,3.3,10,7.2,999,1006.6,3.7,4.6,999,99
85,11,16,9,243,5.8,7.6,3.6,10,7.3,999,1007.8,3.6,4.6,999,99
85,11,16,10,234,4.5,6,3,9.1,7,999,1008.5,3.5,4.6,999,99
85,11,16,11,252,2.4,4,3.3,9.1,7.4,999,1009,3.2,4.6,999,99
85,11,16,12,244,0.7,1.7,3.1,9.1,7.1,999,1009.5,3.1,4.6,999,99
85,11,16,13,31,1.5,2.5,3,9.1,7,999,1009.6,3.2,4.6,999,99
85,11,16,14,50,3.1,4.7,2.7,9.1,6.9,999,1009.7,3.1,4.6,999,99
85,11,16,15,58,5.2,6.4,2.5,9.1,7,999,1009.5,3.3,4.6,999,99
85,11,16,16,66,6.6,8.5,2.8,9.1,7.3,999,1009.2,3.7,4.6,999,99
85,11,16,17,114,4.9,5.8,2.8,10,7.5,999,1009.1,5.3,4.6,999,99
85,11,16,18,139,6.3,7.2,2.6,9.1,7.3,999,1009,5.4,4.6,999,99
85,11,16,19,145,8,9.2,2.6,9.1,7.5,999,1009,5.5,4.6,999,99
85,11,16,20,139,8.9,11.1,2.6,9.1,6.9,999,1009,5.8,4.6,999,99
85,11,16,21,134,9.2,10.7,2.6,10,6.7,999,1009,5.9,4.6,999,99
85,11,16,22,137,10.6,14.4,2.7,9.1,6.5,999,1008.8,6.2,4.6,999,99
85,11,16,23,136,12.1,15.3,3.1,9.1,6.3,999,1008.4,6.2,4.6,999,99
85,11,17,0,140,12.3,15.7,3.3,9.1,6.4,999,1008.3,6,4.6,999,99
85,11,17,1,140,11.5,14.3,3.2,9.1,6.3,999,1008.2,6,4.6,999,99
85,11,17,2,143,11.5,14.2,3.2,9.1,6.5,999,1008.3,5.8,4.6,999,99
85,11,17,3,146,11.2,14.2,3.4,9.1,6.8,999,1008.7,6.1,4.6,999,99
85,11,17,4,148,12.8,16.1,3.3,10,7,999,1009.1,6.5,4.6,999,99
85,11,17,5,146,11.7,14.6,3.9,9.1,7.4,999,1010,6.2,4.6,999,99
85,11,17,6,145,12.4,15.5,3.9,10,7.4,999,1010.5,6.1,4.6,999,99
85,11,17,7,140,12.1,14.9,3.6,10,7.1,999,1011.4,6,4.6,999,99
85,11,17,8,143,11.8,15.7,4.3,10,7.7,999,1011.9,5.9,4.6,999,99
