YY,MM,DD,hh,WD,WSPD,GST,WVHT,DPD,APD,MWD,BAR,ATMP,WTMP,DEWP,VIS
85,10,11,6,64,5.8,7.7,1.2,6.7,5.8,999,1009,5.4,7.8,999,99
85,10,11,7,66,5,8.5,1,6.3,5.2,999,1008.8,4.2,7.8,999,99
85,10,11,8,88,7,9.3,1.1,6.7,5.3,999,1008.1,4.8,7.8,999,99
85,10,11,9,60,6.5,8,1,7.1,5.1,999,1007.5,5.6,7.8,999,99
85,10,11,10,31,6,7.6,1,6.3,4.9,999,1007.2,4.8,7.8,999,99
85,10,11,11,53,6.3,8.4,1,6.7,5,999,1006.6,5.5,7.8,999,99
85,10,11,12,50,7.2,8.9,1.1,4.5,4.8,999,1006.3,5.4,7.8,999,99
85,10,11,13,49,6,8,1.2,6.7,4.9,999,1005.8,5.3,7.8,999,99
85,10,11,14,34,6,7.6,1.2,6.7,4.9,999,1005.3,5.5,7.8,999,99
85,10,11,15,28,5.8,7.5,1.5,7.7,5.6,999,1005.1,5.8,7.8,999,99
85,10,11,16,1,6.3,8.3,1.8,8.3,5.9,999,1005,5.8,7.8,999,99
85,10,11,17,10,3.5,5.5,2.2,8.3,6.4,999,1005.4,3.5,7.8,999,99
85,10,11,18,19,5.5,6.8,2.1,9.1,6.6,999,1005.4,4.6,7.8,999,99
85,10,11,19,335,5.9,7.4,2,9.1,6.8,999,1005.5,5,7.7,999,99
85,10,11,20,352,10.3,12.6,1.9,9.1,6.1,999,1005.3,4.1,7.7,999,99
85,10,11,21,1,6.5,8.5,2,9.1,6.5,999,1005.6,5.7,7.7,999,99
85,10,11,22,358,6.1,7.7,2,10,6.6,999,1005.9,5.8,7.7,999,99
85,10,11,23,332,5.1,6.4,2.1,9.1,6.8,999,1006,6.1,7.7,999,99
85,10,12,0,324,5.8,7.3,2.1,9.1,6.9,999,1005.9,6.1,7.8,999,99
85,10,12,1,312,5,6.5,2.1,9.1,6.9,999,1005.9,6.2,7.8,999,99
85,10,12,2,313,4.7,6.1,2.1,9.1,6.9,999,1005.7,6.4,7.8,999,99
85,10,12,3,294,5.5,7.1,2.4,10,7.6,999,1005.7,6.6,7.8,999,99
85,10,12,4,288,5.9,7.5,2.4,10,7.6,999,1005.9,6.6,7.8,999,99
85,10,12,5,292,6,7.5,2,9.1,7,999,1006.1,6.4,7.8,999,99
85,10,12,6,296,5.9,7.5,2,10,6.9,999,1006.3,6.2,7.7,999,99
85,10,12,7,331,4.5,5.8,2.5,10,7.6,999,1006.8,5.9,7.7,999,99
85,10,12,8,293,8.5,10.8,2.1,10,6.9,999,1007,4.4,7.7,999,99
85,10,12,9,8,5.4,7.4,2,9.1,6.4,999,1007.6,5,7.7,999,99
85,10,12,10,6,8,10,2.1,10,6.6,999,1007.9,5.5,7.7,999,99
85,10,12,11,9,7.2,9.2,2.1,10,6.5,999,1008.4,5.4,7.7,999,99
85,10,12,12,12,7,9.4,2.2,9.1,6.5,999,1008.8,5.1,7.7,999,99
85,10,12,13,13,8.5,10.6,2.2,9.1,6.6,999,1008.9,5,7.6,999,99
85,10,12,14,8,6.6,8.5,2.1,10,6.3,999,1009.4,4.5,7.6,999,99
85,10,12,15,29,7.2,10.1,2,10,6.2,999,1009.8,4.4,7.6,999,99
85,10,12,16,359,7.6,10.2,2.3,10,6.8,999,1010.1,4.7,7.6,999,99
85,10,12,17,357,8.3,10.5,2.2,10,6.3,999,1010.7,4.6,7.6,999,99
85,10,12,18,350,6.9,9.5,2.2,9.1,6.6,999,1011.5,4.4,7.6,999,99
85,10,12,19,350,6.8,8.9,2.2,10,6.4,999,1012.3,4.4,7.6,999,99
85,10,12,20,351,7,9.2,2,9.1,6.2,999,1013.1,4.2,7.6,999,99
85,10,12,21,359,5.1,6.9,2.2,9.1,6.6,999,1013.7,3.9,7.6,999,99
85,10,12,22,358,5.8,8.2,2,9.1,6.5,999,1014.3,4,7.6,999,99
85,10,12,23,347,3.7,5.9,2,10,6.4,999,1014.8,4.1,7.6,999,99
85,10,13,0,344,5,6.3,1.8,9.1,6.3,999,1015.2,3.9,7.6,999,99
85,10,13,1,333,3,5.8,2,9.1,6.8,999,1015.5,4.1,7.6,999,99
85,10,13,2,315,2.6,4.3,1.9,9.1,6.8,999,1016,4.2,7.6,999,99
85,10,13,3,344,3.6,5.8,1.7,9.1,6.7,999,1016.4,4.3,7.6,999,99
85,10,13,4,306,2.9,4.7,1.7,10,6.6,999,1016.7,4.7,7.6,999,99
85,10,13,5,275,3.8,5,1.6,10,6.7,999,1017.3,4.7,7.6,999,99
85,10,13,6,289,5.6,7.2,1.8,10,7,999,1017.6,4.8,7.6,999,99
85,10,13,7,281,4.3,5.5,1.5,10,6.4,999,1018.2,4.7,7.6,999,99
85,10,13,8,268,4,6.5,1.6,10,6.6,999,1018.7,5,7.6,999,99
85,10,13,9,261,5.3,7.1,1.5,11.1,6.8,999,1018.9,5.1,7.6,999,99
85,10,13,10,260,5,6.4,1.5,10,6.4,999,1019.3,4.8,7.6,999,99
85,10,13,11,253,3,7.9,1.6,10,6.3,999,1019.8,4.1,7.6,999,99
85,10,13,12,228,6.2,7.7,1.5,9.1,6.2,999,1020,5,7.6,999,99
85,10,13,13,223,6.3,7.9,1.5,10,6.1,999,1020,5.5,7.6,999,99
85,10,13,14,245,5.1,6.5,1.6,10,6.3,999,1019.9,5,7.6,999,99
85,10,13,15,245,6.2,7.7,1.5,9.1,6.2,999,1019.7,5.3,7.6,999,99
85,10,13,16,222,6.3,8,1.4,10,6,999,1019.5,5.4,7.6,999,99
85,10,13,17,201,5.5,6.7,1.5,9.1,5.9,999,1019.2,5.1,7.6,999,99
85,10,13,18,208,6.7,8.2,1.4,9.1,5.8,999,1019.1,5,7.6,999,99
85,10,13,19,202,7.7,9.7,1.5,9.1,5.8,999,1018.5,5.4,7.6,999,99
85,10,13,20,197,8.6,10.7,1.4,9.1,5.4,999,1017.8,5.5,7.6,999,99
85,10,13,21,196,9.8,12.9,1.6,9.1,5.1,999,1016.8,5.8,7.6,999,99
85,10,13,22,188,10.4,13.1,1.7,5,5.3,999,1016,5.5,7.6,999,99
85,10,13,23,187,11.1,14.4,1.8,5,5.2,999,1014.6,5.8,7.6,999,99
85,10,14,0,175,11.5,14.5,1.9,5.6,5.2,999,1012.8,5.9,7.6,999,99
85,10,14,1,184,12.9,17,2.2,5.9,5.5,999,1010.7,5.2,7.6,999,99
85,10,14,2,181,13.7,17.7,2.5,6.3,5.7,999,1008.2,5.8,7.6,999,99
85,10,14,3,178,14.3,19.5,2.9,6.7,5.9,999,1006.4,6.3,7.6,999,99
85,10,14,4,176,15.5,20.4,3.5,7.7,6.2,999,1003.4,5.5,7.6,999,99
85,10,14,5,169,16.7,24.1,4,8.3,6.7,999,1000.2,4.8,7.6,999,99
85,10,14,6,164,17,22.9,4.3,9.1,7,999,996.9,4.9,7.5,999,99
85,10,14,7,167,17.6,25.8,5.6,10,7.8,999,993.1,5.3,7.5,999,99
85,10,14,8,172,18.4,27.7,5.9,10,8,999,990.4,5.3,7.5,999,99
85,10,14,9,181,17.4,25.5,7.5,11.1,8.7,999,987,6.2,7.4,999,99
85,10,14,10,193,15.8,21.2,7.1,12.5,8.9,999,984.6,6.9,7.4,999,99
85,10,14,11,210,14,19,7.1,12.5,9.2,999,983.6,7.5,7.4,999,99
85,10,14,12,229,14.1,18.5,7,12.5,9.1,999,983.1,7.6,7.4,999,99
85,10,14,13,236,14.3,20.2,7.3,12.5,9.5,999,983.3,7.6,7.3,999,99
85,10,14,14,237,14.1,18.5,6.7,12.5,9.1,999,983.6,7.7,7.3,999,99
85,10,14,15,244,15.9,21.1,6.2,14.3,9.2,999,984.1,7.3,7.3,999,99
85,10,14,16,246,15.6,21.7,7,14.3,9.8,999,984.7,7.2,7.3,999,99
85,10,14,17,254,14.6,20.9,7.1,14.3,9.5,999,986,7,7.2,999,99
85,10,14,18,255,14.3,19,7.2,14.3,9.4,999,987.1,6.6,7.2,999,99
85,10,14,19,257,16.2,22.6,6.7,14.3,9.3,999,988,6.6,7.2,999,99
85,10,14,20,257,15.1,20.2,7.1,12.5,9.4,999,989.3,6.6,7.2,999,99
85,10,14,21,258,15.2,21.4,7,12.5,9.5,999,990.4,6.8,7.1,999,99
85,10,14,22,260,14.2,19.5,6.4,12.5,8.8,999,991.2,7,7.1,999,99
85,10,14,23,264,14.2,18.9,6.5,11.1,8.6,999,992.5,6.8,7.1,999,99
85,10,15,0,272,14,20.2,6.4,12.5,8.6,999,993.2,6.9,7.1,999,99
85,10,15,1,282,13.2,20.2,6.1,12.5,8.5,999,993.7,6.8,7.1,999,99
85,10,15,2,285,13.6,18.2,6.6,12.5,8.7,999,994.4,6.7,7.1,999,99
85,10,15,3,282,13.6,17.8,5.9,11.1,8.4,999,995,6.5,7.1,999,99
85,10,15,4,277,13.4,17.3,5.9,12.5,8.6,999,995.9,6.4,7.1,999,99
85,10,15,5,267,11.6,15.3,5.9,11.1,8.6,999,996.9,6,7.1,999,99
85,10,15,6,273,10.4,14,5.3,14.3,8.6,999,997.6,6.3,7.1,999,99
85,10,15,7,263,9.9,13.1,5.4,12.5,8.7,999,997.9,6.3,7.1,999,99
85,10,15,8,259,9.7,12.9,5.3,12.5,9,999,998.4,6.4,7.1,999,99
85,10,15,9,253,9.6,12.1,5.1,14.3,8.9,999,998.7,6.7,7.1,999,99
85,10,15,10,283,10.4,13.5,4.7,12.5,8.9,999,998.9,6.3,7,999,99
85,10,15,11,277,9.1,12.4,4.7,12.5,8.5,999,999.4,6.5,7,999,99
85,10,15,12,287,9.3,12.4,4,12.5,8.1,999,999.5,6.4,7,999,99
85,10,15,13,289,7.7,10.3,4.4,10,8.5,999,999.9,6.6,7,999,99
85,10,15,14,284,9.1,12.1,4.2,9.1,8,999,999.9,6.7,7,999,99
85,10,15,15,299,7.9,12.2,3.8,9.1,7.5,999,1000.4,6.7,7,999,99
85,10,15,16,291,9.3,11.9,3.7,12.5,7.6,999,1000.5,6.7,7,999,99
85,10,15,17,294,8.9,11.4,3.5,12.5,7.3,999,1001,6.7,7,999,99
85,10,15,18,290,9.7,11.8,3.6,12.5,7.6,999,1001.3,6.5,7,999,99
85,10,15,19,271,10.2,13.6,3.5,14.3,7.6,999,1001.8,6.5,7,999,99
85,10,15,20,282,8.8,11.2,3.5,12.5,7.4,999,1002.7,6.1,7,999,99
85,10,15,21,275,10,13.2,3.3,12.5,7.7,999,1003.4,6.1,7,999,99
85,10,15,22,274,9.8,14.2,3.4,12.5,7.8,999,1004.2,6,7,999,99
85,10,15,23,276,10.5,14.3,3.4,12.5,7.8,999,1004.9,6,7,999,99
85,10,16,0,283,11.7,15.5,3.2,12.5,7.5,999,1005.4,6,7,999,99
85,10,16,1,278,10.8,15,3.3,8.3,7.2,999,1006.1,6.2,7,999,99
85,10,16,2,274,11.4,15.5,3.1,12.5,7.1,999,1006.8,6.2,7,999,99
85,10,16,3,278,10.8,14.8,3.1,7.1,6.7,999,1007.6,6.4,7,999,99
85,10,16,4,271,10.8,14.7,3.4,7.7,6.9,999,1008,6.5,7,999,99
85,10,16,5,287,9.1,11.7,3.2,7.1,6.5,999,1008.3,6.5,7,999,99
85,10,16,6,288,10.6,14.6,3.5,10,6.7,999,1008.7,6.6,7,999,99
85,10,16,7,283,11.8,14.6,3.4,7.7,6.7,999,1009.1,6.4,7,999,99
85,10,16,8,282,12.1,16.5,3.3,8.3,6.6,999,1009.6,6.3,7,999,99
85,10,16,9,283,12.3,15.9,3.5,11.1,6.9,999,1010.3,5.6,7,999,99
85,10,16,10,287,11.2,14.3,3.4,8.3,6.9,999,1011.2,5.1,7,999,99
85,10,16,11,281,12.1,15.2,3.2,11.1,7,999,1011.9,4.8,7,999,99
85,10,16,12,277,9.8,13.4,3.5,7.7,7.2,999,1012.9,4.7,7,999,99
85,10,16,13,265,10.6,13.6,3.4,8.3,7.1,999,1013.1,4.8,6.9,999,99
85,10,16,14,295,11.5,15.5,3.4,8.3,7.1,999,1013.9,3.6,6.9,999,99
85,10,16,15,289,10.3,14.1,3.4,8.3,7.3,999,1014.5,4.3,6.9,999,99
85,10,16,16,288,9.9,13.9,3.6,8.3,7.1,999,1015.2,4.7,6.9,999,99
85,10,16,17,291,9.9,13.5,2.9,9.1,6.8,999,1015.7,4.8,6.9,999,99
85,10,16,18,299,9,12.4,3.4,11.1,7,999,1015.9,4.7,6.9,999,99
85,10,16,19,295,9.1,12.2,3.1,9.1,6.8,999,1016.1,4.9,6.9,999,99
85,10,16,20,303,10,12.7,3.4,8.3,6.7,999,1016.9,4.7,6.9,999,99
85,10,16,21,309,9.4,12.3,3,11.1,6.7,999,1017.6,4.6,6.9,999,99
85,10,16,22,310,9.2,11.4,3.1,8.3,6.9,999,1017.8,4.7,6.9,999,99
85,10,16,23,289,8.4,11,3.1,9.1,6.7,999,1018.5,4.9,6.9,999,99
85,10,17,0,293,8.9,11.4,99,99,99,999,1019,4.9,6.9,999,99
85,10,17,1,322,7.7,10.4,3.1,8.3,7,999,1019.7,4.2,6.9,999,99
85,10,17,2,312,8.4,11.4,2.7,10,6.9,999,1020.5,4.6,6.9,999,99
85,10,17,3,333,6.9,8.8,2.8,9.1,7.1,999,1022,4,6.9,999,99
85,10,17,4,323,8.6,12.2,2.7,9.1,7.1,999,1023.2,3.9,6.9,999,99
85,10,17,5,317,8.5,11,2.5,8.3,6.9,999,1024.8,3.5,6.9,999,99
85,10,17,6,332,8.8,13.5,2.7,8.3,6.9,999,1026.1,3.4,6.9,999,99
85,10,17,7,339,8.8,12,3,9.1,7.1,999,1027.5,3.2,6.8,999,99
85,10,17,8,329,8.3,11.4,2.9,8.3,6.7,999,1029.2,3.1,6.8,999,99
85,10,17,9,339,8.7,11.3,2.6,7.7,6.4,999,1030.1,2.9,6.8,999,99
85,10,17,10,343,7.1,9.9,2.9,7.7,6.8,999,1031,3.1,6.8,999,99
85,10,17,11,324,7,10,2.8,10,6.7,999,1032.3,3.2,6.8,999,99
85,10,17,12,325,7.7,9.9,2.7,9.1,6.7,999,1032.9,3.1,6.8,999,99
85,10,17,13,315,7.2,11.1,2.5,10,6.5,999,1033.9,3.1,6.8,999,99
85,10,17,14,307,6.7,9.2,2.6,10,6.9,999,1034.6,3.2,6.8,999,99
85,10,17,15,294,6.8,10.9,2.5,8.3,6.9,999,1035,3.2,6.8,999,99
85,10,17,16,316,5.3,7.2,2.4,10,7,999,1035.6,3.3,6.8,999,99
85,10,17,17,305,5.4,6.9,2.3,10,6.9,999,1036.4,3.4,6.8,999,99
85,10,17,18,297,3.9,5.3,2.3,10,7,999,1036.4,3.4,6.8,999,99
85,10,17,19,312,4,5.8,2.1,10,6.9,999,1036.6,3.4,6.8,999,99
85,10,17,20,297,2.8,4.3,2.2,8.3,7,999,1037.3,3.7,6.8,999,99
85,10,17,21,317,2.1,3.7,2.3,9.1,7.3,999,1037.4,3.7,6.8,999,99
85,10,17,22,275,1,2.3,2.3,10,7.5,999,1037.6,4.6,6.9,999,99
85,10,17,23,224,2.3,4.4,2.1,10,7.3,999,1037.4,4.4,6.9,999,99
85,10,18,0,217,3.3,4.3,2,9.1,7.1,999,1037.6,4.7,6.9,999,99
85,10,18,1,197,4.3,5.7,2.2,9.1,7.2,999,1036.7,4.8,6.9,999,99
85,10,18,2,199,5.1,6,2,10,7.1,999,1036.1,5,6.9,999,99
85,10,18,3,195,6.4,7.7,2,9.1,6.9,999,1035.8,5.3,6.9,999,99
85,10,18,4,179,6,7.5,2,9.1,7,999,1034.9,5.5,6.9,999,99
85,10,18,5,172,6.5,7.6,2,9.1,7.2,999,1034.5,5.6,6.9,999,99
85,10,18,6,169,7.9,9.2,2,9.1,6.8,999,1033.6,5.9,6.9,999,99
85,10,18,7,169,8.3,10.1,2.1,9.1,6.7,999,1032.8,6.2,6.9,999,99
85,10,18,8,170,8,9.9,2.1,9.1,6.4,999,1032.1,6.5,6.9,999,99
85,10,18,9,178,7,8.7,2,9.1,6.3,999,1031.5,6.6,6.9,999,99
85,10,18,10,172,7.1,8.7,1.9,8.3,6.1,999,1030.8,6.7,6.8,999,99
85,10,18,11,163,6.7,8.9,1.9,8.3,6.2,999,1029.2,6.3,6.8,999,99
85,10,18,12,143,8.3,10.2,1.9,9.1,5.9,999,1026.8,6.3,6.8,999,99
85,10,18,13,153,9.9,12.7,1.7,9.1,5.7,999,1024.4,6.1,6.8,999,99
85,10,18,14,164,10.3,13,1.9,8.3,5.5,999,1022.1,5.9,6.8,999,99
85,10,18,15,155,10.2,12.8,2,8.3,5.4,999,1020.3,5.8,6.8,999,99
85,10,18,16,155,10.4,12.9,2,5.9,5.5,999,1017.5,6.2,6.8,999,99
85,10,18,17,164,8.1,10.1,2,5.9,5.5,999,1015.8,6.7,6.8,999,99
85,10,18,18,199,5.1,5.7,1.9,6.7,5.8,999,1015,7.3,6.8,999,99
85,10,18,19,213,6.6,7.6,1.9,6.3,6,999,1013.8,7.2,6.8,999,99
85,10,18,20,234,5.8,6.8,2.1,7.1,6.2,999,1013.9,7.3,6.8,999,99
85,10,18,21,241,6.1,7.4,1.9,7.1,6.2,999,1013.4,7.3,6.8,999,99
85,10,18,22,256,6.9,8.3,2.1,7.1,6.3,999,1013.9,7.3,6.9,999,99
85,10,18,23,252,5.7,6.6,2.2,8.3,6.5,999,1014.4,7.2,6.9,999,99
85,10,19,0,257,5.8,7.1,2.3,7.7,6.7,999,1015.2,7.1,6.9,999,99
85,10,19,1,259,4.8,6,2.5,8.3,7.1,999,1015.3,7.1,6.9,999,99
85,10,19,2,263,4.6,5.6,2.6,9.1,7.3,999,1015.4,7.1,6.9,999,99
85,10,19,3,262,3.7,4.6,2.6,9.1,7.4,999,1016.1,7,6.9,999,99
85,10,19,4,235,3.7,4.5,2.9,9.1,7.4,999,1016.1,6.9,6.9,999,99
85,10,19,5,234,3.9,4.8,2.7,9.1,7.1,999,1016.6,6.9,6.9,999,99
85,10,19,6,215,4.8,5.7,2.6,10,7,999,1015.9,6.9,6.9,999,99
85,10,19,7,230,5.2,6.2,2.6,10,7,999,1016.1,7,6.9,999,99
85,10,19,8,214,6.6,7.7,2.7,9.1,6.8,999,1015.3,7,6.9,999,99
85,10,19,9,211,7.4,8.9,2.7,9.1,7,999,1014.6,7.3,6.9,999,99
85,10,19,10,215,8.5,10.6,3,10,7.1,999,1014.2,7.4,6.9,999,99
85,10,19,11,216,9.4,11,3,10,7.2,999,1013.8,7.5,6.9,999,99
85,10,19,12,219,9.7,11.5,2.6,10,6.7,999,1013.4,7.4,6.9,999,99
85,10,19,13,219,8.7,10.6,2.9,10,6.9,999,1012.8,7.4,6.9,999,99
85,10,19,14,213,8.3,9.9,2.8,9.1,6.8,999,1011.8,7.4,6.9,999,99
85,10,19,15,208,9,11.2,3.1,9.1,7.2,999,1010.4,7.5,6.9,999,99
85,10,19,16,200,9.4,12.4,2.9,9.1,6.9,999,1008.8,7.7,6.9,999,99
85,10,19,17,200,11.2,13.8,3.1,9.1,6.9,999,1007.4,8,6.9,999,99
85,10,19,18,209,11,15.3,3.2,8.3,6.3,999,1005.8,8.3,6.9,999,99
85,10,19,19,232,11.7,16.3,3.3,8.3,6.4,999,1005.1,8.6,6.9,999,99
85,10,19,20,241,12.4,17,3.7,9.1,6.6,999,1004.5,8.3,6.9,999,99
85,10,19,21,239,12.2,16,3.8,9.1,6.7,999,1003.6,8.1,6.9,999,99
85,10,19,22,236,13.1,16.3,3.8,9.1,6.8,999,1003.5,8,6.9,999,99
85,10,19,23,229,12,15.2,3.8,9.1,7.1,999,1003.1,7.8,6.9,999,99
85,10,20,0,233,11.7,15.3,3.6,10,6.9,999,1002.8,7.6,6.9,999,99
85,10,20,1,234,11.6,14.9,4,10,7.5,999,1002.2,7.5,6.9,999,99
85,10,20,2,242,10.9,13.8,3.6,10,7.2,999,1002.4,7.1,6.9,999,99
85,10,20,3,247,10.3,14.1,3.5,10,7.2,999,1002.3,6.9,6.9,999,99
85,10,20,4,256,10.3,13.6,3.6,10,7.3,999,1002.6,6.4,6.9,999,99
85,10,20,5,257,9.9,13.1,3.5,10,7.3,999,1002.8,6.3,6.9,999,99
85,10,20,6,255,9.2,12.8,3.5,10,7.4,999,1002.9,6.7,6.9,999,99
85,10,20,7,263,10.2,14.9,3.3,10,7.2,999,1002.8,6.7,6.9,999,99
85,10,20,8,264,8.9,12.4,3.3,10,7.1,999,1002.1,6.6,6.9,999,99
85,10,20,9,269,11,15.3,3.3,10,6.9,999,1002.9,6.3,6.9,999,99
85,10,20,10,283,9.6,13.3,3.3,10,6.7,999,1002.6,6.2,6.8,999,99
85,10,20,11,288,10.7,14.8,3.2,10,6.5,999,1002.5,5.7,6.8,999,99
85,10,20,12,288,10.4,14,3,10,6.2,999,1002.6,4.9,6.8,999,99
85,10,20,13,287,10.8,14.6,3,10,6.2,999,1002.6,4.7,6.8,999,99
85,10,20,14,288,11,14,2.8,10,6.1,999,1003.2,5,6.8,999,99
85,10,20,15,281,11.7,15.2,3,10,6.5,999,1003.2,4.4,6.8,999,99
85,10,20,16,287,11.7,15.5,3.1,7.7,6.5,999,1003.5,5,6.8,999,99
85,10,20,17,279,12.2,16.4,3.1,7.7,6.4,999,1003.8,5.4,6.8,999,99
85,10,20,18,283,12.1,15.2,3.5,9.1,6.8,999,1003.9,5.8,6.8,999,99
85,10,20,19,282,12.4,16.7,3.4,9.1,6.9,999,1004.5,5.4,6.8,999,99
85,10,20,20,294,11.1,15.3,3.8,8.3,7.1,999,1005.2,5.6,6.8,999,99
85,10,20,21,287,11.5,16.7,3.9,9.1,7.3,999,1005.6,5.6,6.9,999,99
85,10,20,22,295,11.7,15.5,4.1,8.3,7.3,999,1006,5.5,6.9,999,99
85,10,20,23,296,11.3,15.9,3.9,9.1,7,999,1006.8,5.2,6.9,999,99
85,10,21,0,297,10.6,14.2,3.6,9.1,6.7,999,1007.6,5.3,6.9,999,99
85,10,21,1,307,10.4,13.9,3.1,9.1,6.5,999,1007.8,5.3,6.8,999,99
85,10,21,2,308,9.9,12.5,3.6,8.3,6.9,999,1007.9,5.3,6.8,999,99
85,10,21,3,302,9.3,12.4,3.2,8.3,6.5,999,1008.2,5.3,6.8,999,99
85,10,21,4,309,8.8,11.9,3.2,8.3,6.7,999,1008.6,5.3,6.7,999,99
85,10,21,5,312,7.4,10.3,2.7,7.7,6.5,999,1009.1,5.3,6.7,999,99
85,10,21,6,312,7.5,9.7,2.9,8.3,6.6,999,1009.5,4.9,6.8,999,99
85,10,21,7,304,6.1,7.6,2.7,7.7,6.7,999,1009.8,4,6.8,999,99
85,10,21,8,344,5.7,7.6,2.8,7.7,7,999,1010,4.2,6.8,999,99
85,10,21,9,359,3.9,5.4,2.4,9.1,6.9,999,1010.4,4.7,6.8,999,99
85,10,21,10,8,3.5,5,2.6,8.3,7.1,999,1010.5,4.7,6.8,999,99
85,10,21,11,11,3.5,5.3,2.4,9.1,7.1,999,1010.5,4.6,6.8,999,99
85,10,21,12,1,3.1,4.7,2.7,8.3,7.2,999,1010.8,4.6,6.8,999,99
85,10,21,13,1,1.4,2.6,2.4,7.7,7,999,1011,4.5,6.7,999,99
85,10,21,14,43,1.1,2.1,2.4,8.3,6.9,999,1011.1,4.4,6.7,999,99
85,10,21,15,50,3.9,5.5,2.3,7.7,6.9,999,1010.8,4.3,6.7,999,99
85,10,21,16,30,5.8,7.2,2.5,9.1,7.2,999,1010.9,3.4,6.7,999,99
85,10,21,17,54,5.5,6.6,2.4,9.1,7,999,1010.9,3.4,6.7,999,99
85,10,21,18,64,3.3,4.8,2.3,9.1,7.2,999,1010.9,4,6.7,999,99
85,10,21,19,69,6.1,7.4,2.4,9.1,7.3,999,1010.8,4.1,6.7,999,99
85,10,21,20,64,5.1,6.3,2.5,10,7.4,999,1011.1,3.9,6.7,999,99
85,10,21,21,85,5,6.4,2.4,9.1,6.9,999,1011.2,4,6.7,999,99
85,10,21,22,61,4.2,5.6,2.3,10,7.2,999,1011.7,4,6.7,999,99
85,10,21,23,70,5,6.7,2.2,9.1,7.2,999,1011.7,3.8,6.7,999,99
85,10,22,0,72,4.5,6.6,2,9.1,7.2,999,1011.9,3.8,6.7,999,99
85,10,22,1,53,4.6,5.8,2.1,9.1,7.5,999,1012,3.7,6.7,999,99
85,10,22,2,53,4.2,6.1,2.1,10,7.4,999,1012.1,3.5,6.7,999,99
85,10,22,3,52,2.6,3.9,2.1,9.1,7.3,999,1012.4,3.6,6.7,999,99
85,10,22,4,52,4.1,5.9,2.1,9.1,7.5,999,1012.7,3.5,6.7,999,99
85,10,22,5,47,4.7,6.2,2.1,10,7.6,999,1013.2,3.5,6.6,999,99
85,10,22,6,51,4.3,5.7,2,10,7.6,999,1013.5,3.5,6.6,999,99
85,10,22,7,45,4.2,5.5,1.8,9.1,7.1,999,1013.8,3.2,6.6,999,99
85,10,22,8,61,3.4,4.3,2,9.1,7.2,999,1014.1,3.3,6.6,999,99
85,10,22,9,56,2.6,4,1.9,9.1,7,999,1014.4,3.2,6.6,999,99
85,10,22,10,40,2.7,3.9,2,9.1,6.8,999,1014.6,3.4,6.6,999,99
85,10,22,11,68,2.9,4.8,1.9,8.3,6.6,999,1014.8,3.2,6.6,999,99
85,10,22,12,72,2.8,4.2,2,9.1,6.9,999,1015,3.2,6.6,999,99
85,10,22,13,48,2.6,3.9,1.7,9.1,6.6,999,1015,3,6.6,999,99
85,10,22,14,46,2.7,5.3,1.6,8.3,6.5,999,1015.1,3.1,6.6,999,99
85,10,22,15,45,4.6,6.6,1.7,8.3,6.8,999,1014.9,2.9,6.6,999,99
85,10,22,16,59,4.9,6.4,1.7,9.1,7.1,999,1014.9,2.7,6.6,999,99
85,10,22,17,66,4.6,6.3,1.7,8.3,7.1,999,1015,2.7,6.6,999,99
85,10,22,18,83,4.3,6.2,1.7,8.3,7.1,999,1015.3,2.7,6.6,999,99
85,10,22,19,82,4,5.3,1.7,9.1,7,999,1015.6,2.6,6.6,999,99
85,10,22,20,91,4.1,5.1,1.6,9.1,6.9,999,1015.8,2.6,6.6,999,99
85,10,22,21,107,3.5,5.1,1.7,9.1,7.1,999,1016.1,2.8,6.6,999,99
85,10,22,22,127,3.4,4.3,1.8,8.3,6.9,999,1016.2,2.8,6.6,999,99
85,10,22,23,100,4.2,5.4,1.6,8.3,6.6,999,1016.1,3,6.6,999,99
85,10,23,0,127,5.1,6.2,1.5,8.3,6.6,999,1015.8,2.8,6.6,999,99
85,10,23,1,119,4.1,6,1.5,9.1,6.4,999,1016,2.4,6.6,999,99
85,10,23,2,97,4.3,5.6,1.4,8.3,6.4,999,1015.9,1.4,6.6,999,99
85,10,23,3,89,4.8,6,1.5,9.1,6.6,999,1015.8,1.6,6.5,999,99
85,10,23,4,82,4.4,5.5,1.6,9.1,6.9,999,1015.9,2.2,6.6,999,99
85,10,23,5,68,4.2,5.6,1.6,9.1,7,999,1015.9,2.4,6.5,999,99
85,10,23,6,89,5.5,6.6,1.6,9.1,7.1,999,1015.8,2.1,6.6,999,99
85,10,23,7,96,5.8,7.2,1.5,9.1,6.9,999,1015.8,2.4,6.6,999,99
85,10,23,8,103,5.8,7.6,1.6,8.3,6.8,999,1015.8,2.7,6.6,999,99
85,10,23,9,104,5.8,7,1.5,8.3,6.8,999,1015.8,1.6,6.6,999,99
85,10,23,10,110,6.6,8.2,1.7,9.1,6.7,999,1015.9,2,6.6,999,99
85,10,23,11,98,6.4,8.2,1.6,8.3,6.5,999,1015.8,1.9,6.6,999,99
85,10,23,12,97,6.3,7.9,1.8,9.1,6.6,999,1015.8,1.9,6.6,999,99
85,10,23,13,93,6.5,7.9,1.7,8.3,6.1,999,1015.6,2.1,6.6,999,99
